"Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","ENTREZID","GENENAME"
"ablim1",-0.619423203618729,0.183818505758322,-2.89475447850955,0.00783491570314823,0.0264955532403216,-3.02387432355097,"106578361","actin binding LIM protein 1"
"abracl",0.189855016381244,7.02296227933435,3.22767145116144,0.00351575544793349,0.0137241747326226,-3.70650723273106,"100196133","ABRA C-terminal like"
"abtb1",-0.753107950778758,3.57487503004539,-9.65697055647197,7.50846494825049e-10,2.25268209539534e-08,12.2885509092938,"106566666","ankyrin repeat and BTB domain containing 1"
"acaca",0.460945265442207,3.06608485249794,3.89534022909828,0.0006618194144018,0.00340302717118842,-1.49835342530752,"106568086","acetyl-CoA carboxylase alpha"
"acacb",-0.539376168321273,2.43774989972134,-4.22231003302338,0.000286893830534648,0.0016868695131678,-0.536693321680618,"106580110","acetyl-CoA carboxylase beta"
"acad11",-0.39720310212489,2.06995517960419,-3.81954680162164,0.000802346750698901,0.00399617508246566,-1.3945734543944,"100194819","acyl-CoA dehydrogenase family member 11"
"acad9",0.168010908319352,4.5860372548045,2.72977190198231,0.0115281835276842,0.0362831844912163,-4.49208026285015,"106566285","acyl-CoA dehydrogenase family member 9"
"acbd5",-0.699011508894694,1.60238799023079,-4.77826568320064,6.86322006816876e-05,0.000493573996153782,1.16872912712253,"106590305","acyl-CoA binding domain containing 5"
"acd10",-0.305469448152967,2.21602128305481,-2.72890758044836,0.0115512822940307,0.0363401822578188,-3.98803551733544,"100195235","Acyl-CoA dehydrogenase family member 10"
"acod",0.321205648555628,3.11239044423344,3.26364602754607,0.00321924343769796,0.0127382688732157,-2.90573225444863,"100194951","Acyl-CoA desaturase"
"acot7",0.169326982311162,4.44859173884294,2.86016059053623,0.00850137913691391,0.0283105963370908,-4.15841232727121,"106572204","acyl-CoA thioesterase 7"
"acoxl",-0.253048117017474,3.25557576189084,-2.83116785337218,0.00910101850728027,0.0299499350710415,-4.02323068413169,"106577109","acyl-CoA oxidase like"
"acp2",-0.264871156147047,3.92730714712165,-3.82170458508917,0.000797966858669403,0.00397875142030994,-1.83871921289754,"106587103","acid phosphatase 2, lysosomal"
"acpl2",-0.271229621713567,3.78140251974918,-3.52927361875287,0.00166710465864912,0.00738048912220334,-2.47796361906727,"100194960","acid phosphatase-like 2"
"acsl1",-0.126773004299788,7.0057352715041,-2.631392957709,0.0144557266627326,0.0434731381941026,-5.04929625623365,"100380286","acyl-CoA synthetase long-chain family member 1"
"acsl4",1.79278484754796,6.50540892493138,35.54133188892,1.11827280850656e-22,2.71757496664148e-19,42.0185707345396,"100380405","Long-chain-fatty-acid--CoA ligase 4"
"acss1",-0.368250273636479,1.44178106057948,-2.68664484265517,0.0127353762611184,0.0392867890675962,-3.78595220824218,"106576722","acyl-CoA synthetase short chain family member 1"
"actn1",0.180419481075992,9.39609659805273,3.96129264897543,0.000559483298465988,0.00295918238157333,-2.22215596743647,"100380299","actinin alpha 1"
"actn4",0.279069403486007,8.74567413205784,7.80929914265222,4.04126738203851e-08,7.59639071744605e-07,7.4860698080767,"106580854","actinin alpha 4"
"actr5",-0.624147999920451,1.33989725060301,-4.30507605231168,0.000231959731300163,0.00140599996761987,0.0746496209430738,"106571958","ARP5 actin related protein 5 homolog"
"actr8",0.348570158939637,4.20424030833113,4.60961753296643,0.000105946083374004,0.000720105134671157,0.206754036042756,"100195129","ARP8 actin related protein 8 homolog"
"acty",0.120338191631109,6.60104908951598,2.85562342190379,0.00859267929815176,0.0285416806210925,-4.5252739976712,"100306866","Beta-centractin"
"acvr1",0.206203808295802,5.65406013713108,4.3582882460624,0.000202305692258384,0.00125244786004837,-0.729499364319175,"106581817","activin A receptor type 1"
"acvr1",0.206203808295802,5.65406013713108,4.3582882460624,0.000202305692258384,0.00125244786004837,-0.729499364319175,"100196610","Activin receptor type-1"
"acvr1c",-1.0960103300673,-0.968997578891306,-2.82849433360969,0.00915828711534961,0.0300976392955503,-2.74880269486767,"106581819","activin A receptor type 1C"
"acvr2b",0.522908359996258,1.64848336332877,3.3125465953602,0.00285469146462769,0.0115329904307575,-2.39457474017705,"106590375","activin A receptor type 2B"
"adal",0.260177183026317,4.26724206423741,3.3542673275832,0.00257554964813305,0.0105781025069968,-3.02147128257226,"106573029","adenosine deaminase like"
"adamts5",0.706236009715234,3.22942028526015,7.70343025807934,5.1479938732996e-08,9.46104842613619e-07,7.98479424468203,"106575116","ADAM metallopeptidase with thrombospondin type 1 motif 5"
"adar",0.407263293647042,6.44031602389404,6.40308158052175,1.13122759742224e-06,1.4176018348974e-05,4.46743742675021,"106605901","adenosine deaminase, RNA specific"
"adcy5",-0.547979510741321,1.5370846053881,-3.37783403677962,0.00242976618270506,0.0100762894780806,-2.43999507689333,"106582348","adenylate cyclase 5"
"adf1",-0.726869102258492,1.66065770156182,-5.41365134609638,1.34736885454662e-05,0.000122739552632171,2.82075522018044,"100286480","Transcription factor Adf-1"
"adgrd1",0.313013516903253,3.14595383701823,3.97485353407142,0.000540464484710555,0.00287108693475296,-1.27734545804645,"106579914","adhesion G protein-coupled receptor D1"
"adpgk",-0.171536124576658,4.24479038285964,-2.72576221294138,0.0116357097565671,0.036547558424087,-4.45851852903358,"106560768","ADP dependent glucokinase"
"adprh",0.557700727910222,5.26791344393669,9.13365368826081,2.21858721840139e-09,5.86033506720206e-08,10.9699768734326,"100194575","ADP-ribosylarginine hydrolase"
"adprh",0.557700727910222,5.26791344393669,9.13365368826081,2.21858721840139e-09,5.86033506720206e-08,10.9699768734326,"106586332","ADP-ribosylarginine hydrolase"
"adprm",0.550778924827982,2.88862183841472,4.81699886633726,6.21218259897325e-05,0.000453140781959739,1.07242576526512,"106589237","ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
"adrm1",0.182562538911555,6.61349759685118,4.02237916033949,0.000478716849576815,0.00260168978355939,-1.70542213168634,"100195457","ADRM1 protein"
"afap1l1",0.183779852746927,4.90158807343024,3.7129895270198,0.00105070950854474,0.00501268722348921,-2.3721513624847,"106567432","actin filament associated protein 1 like 1"
"afap1l2",-0.575378921054784,2.70403721182011,-6.66884849951671,5.91515810462184e-07,7.99964361477796e-06,5.65174687398366,"106579411","actin filament associated protein 1 like 2"
"aff3",0.740318070615668,2.2008722015765,4.65425650123417,9.44425502515742e-05,0.000650736978745416,0.982068364738148,"100194685","AF4/FMR2 family member 3"
"ahctf1",0.223824554693609,4.79618487706766,2.56809236559417,0.0166930821687605,0.0486816072994998,-4.90498754599422,"106570006","AT-hook containing transcription factor 1"
"ahcyl2",0.384780752224084,5.69573132742121,7.52422059748044,7.78109887290103e-08,1.35009641743068e-06,7.21130940485894,"106576060","adenosylhomocysteinase like 2"
"ahr2a",0.809766851984515,5.14448336396789,10.5840258905276,1.19870494795155e-10,4.35782355761626e-09,13.9520479492936,"100136911","aryl hydrocarbon receptor 2 alpha"
"ahr2b",0.286024915785874,3.63691342902085,4.01877881357311,0.000483139744277345,0.00262076765130664,-1.19099496344945,"100136407","aryl hydrocarbon receptor 2 beta"
"ahr2d",-0.472200092099748,4.85679745065474,-9.12687587035539,2.25046040823208e-09,5.91485401138669e-08,10.9183580747628,"100136384","aryl hydrocarbon receptor 2 delta"
"ahr2g",-0.270446619778048,5.42213765951255,-3.61951754683041,0.00132963851708541,0.00610906632224582,-2.58833236543059,"100136431","aryl hydrocarbon receptor 2 gamma"
"aifm2",0.364661378067773,4.81715396341552,5.80348850180223,5.02274422038108e-06,5.17373770493248e-05,3.14252235763806,"106576717","apoptosis inducing factor, mitochondria associated 2"
"aimp1",0.222421722452475,5.0039976110693,3.45514019358343,0.00200565417969123,0.00861879144098227,-2.85556182958717,"106610334","aminoacyl tRNA synthetase complex interacting multifunctional protein 1"
"ak9",0.876567363180469,-1.16570960455085,2.84267041762778,0.00885847277638233,0.0292461983437632,-2.80459870088418,"106607960","adenylate kinase 9"
"akap11",0.429583874977345,4.79187564501317,5.08989104154831,3.08175888258855e-05,0.000250408761879469,1.30787428397573,"106586515","A-kinase anchoring protein 11"
"akna",-0.753501664307615,0.958663033258697,-4.503705668429,0.000139159226282499,0.000910965245900687,0.687746454879308,"106563128","AT-hook transcription factor"
"aktip",-0.170385462778179,4.84681062346659,-3.31848088082311,0.00281326972663189,0.0113900829429392,-3.22433052718168,"100194893","akt interacting protein"
"aldh1a2",1.42586433869053,2.08447846230124,10.479935761786,1.46524685634735e-10,5.22507475620635e-09,14.2590447933835,"100196764","aldehyde dehydrogenase 1 family member A2"
"aldoc",0.446005195997075,3.44105768285241,4.79245497851412,6.61713837416586e-05,0.00047815332917806,0.901564484084911,"100196688","fructose-bisphosphate aldolase C"
"aldoc",0.446005195997075,3.44105768285241,4.79245497851412,6.61713837416586e-05,0.00047815332917806,0.901564484084911,"106563945","aldolase, fructose-bisphosphate C"
"alg12",-0.237700901934383,3.94219025059939,-3.28721826731907,0.00303821995752887,0.012143654465872,-3.09528471431002,"100195409","ALG12, alpha-1,6-mannosyltransferase"
"alg13",-0.220719322894,4.31045852041751,-3.11691148776681,0.00460337453082158,0.0170852688178707,-3.5704843567439,"100196090","asparagine-linked glycosylation 13 homolog (S. cerevisiae)"
"alg3",-0.235415400637576,4.24946430664844,-3.35258846202229,0.00258625280554797,0.0106096479201236,-3.02663533320686,"100195821","asparagine-linked glycosylation 3 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)"
"alg3",-0.235415400637576,4.24946430664844,-3.35258846202229,0.00258625280554797,0.0106096479201236,-3.02663533320686,"106600580","ALG3, alpha-1,3- mannosyltransferase"
"alkbh1",0.284761263129625,3.37974359694588,3.68460480239729,0.00112871530405712,0.00531659070907598,-2.01883136529999,"106611373","alkB homolog 1, histone H2A dioxygenase"
"alox5ap",-0.298895479844038,3.92358854356567,-4.2820308308585,0.000246108528112661,0.0014773058370008,-0.608604805032676,"100286557","arachidonate 5-lipoxygenase activating protein"
"an32a",0.518115984850479,6.38680435996671,10.291653910292,2.11385927683583e-10,7.27462334137227e-09,13.1640693527336,"100195674","Acidic leucine-rich nuclear phosphoprotein 32 family member A"
"ankar",-1.44194936086292,-1.9244728435659,-2.86457314063447,0.00841346990545493,0.0280827789588228,-2.53719001439488,"106581846","ankyrin and armadillo repeat containing"
"ankra2",-0.549398991585999,2.91073522301064,-5.93149997308548,3.64274102404174e-06,3.93172102601731e-05,3.81878288886374,"106562942","ankyrin repeat family A member 2"
"ankrd10",-1.04836137513894,0.708452045217727,-6.19643381272133,1.88307308292179e-06,2.22770211630354e-05,4.93074717819981,"106575130","ankyrin repeat domain 10"
"ankrd12",0.354194912456938,4.94674294793655,4.80764902291423,6.36343162205011e-05,0.000462784373397346,0.530161554147998,"106570516","ankyrin repeat domain 12"
"ankrd13b",-0.51435007712062,1.63493373400055,-4.0902737826167,0.000402425956617494,0.00224750632058152,-0.610476803968006,"106580800","ankyrin repeat domain 13B"
"ankrd34b",-1.05533664760686,0.171647654190162,-4.67545760948466,8.94253901665891e-05,0.000619681273556236,1.2230150490476,"106587044","ankyrin repeat domain 34B"
"ankrd37",-0.249516119969474,2.64648563611714,-3.21178135280922,0.00365496547777753,0.0141610232212806,-3.0634058099454,"106602728","ankyrin repeat domain 37"
"ankrd39",-0.396984696497218,2.7936272499389,-3.65241123311818,0.00122407046278161,0.00569666257548402,-1.94920218006378,"106579868","ankyrin repeat domain 39"
"ankrd50",-0.765003426972932,5.75605569755485,-14.0452651866501,2.95434803591772e-13,2.20647194209722e-11,19.9713378643326,"106611627","ankyrin repeat domain 50"
"anks6",-0.754645552774321,2.28263106007773,-5.6792163400245,6.8703939746825e-06,6.80832768030645e-05,3.32498885559234,"106590424","ankyrin repeat and sterile alpha motif domain containing 6"
"ano5",0.165005619651357,7.42783725517179,3.44358541578921,0.00206412581680881,0.0088181017991378,-3.27636626604973,"106584769","anoctamin 5"
"anx2a",0.153847802340206,8.74225207551627,3.62419456739234,0.00131410205486103,0.0060473579194712,-2.98801160008803,"100195815","Annexin A2-A"
"anxa13",-0.113439062868645,6.53180280447053,-2.56426333500993,0.0168382772568326,0.0490371363475163,-5.14868279132635,"106598117","annexin A13"
"anxa3",0.184856341106172,5.3286699095279,3.4809504490651,0.00188080766823208,0.00815963689299475,-2.88676477889618,"100195914","Annexin A3"
"anxa5",0.120409136806302,9.87675994244532,3.74757246952248,0.00096279205544007,0.00465084504823589,-2.78530565766101,"106604559","annexin A5"
"anxa5",0.120409136806302,9.87675994244532,3.74757246952248,0.00096279205544007,0.00465084504823589,-2.78530565766101,"100196007","Annexin A5"
"ap1m1",0.210551704837042,5.35588632698182,4.23115833728636,0.000280452073875334,0.00165206823007077,-1.04475485906737,"106573540","adaptor related protein complex 1 mu 1 subunit"
"ap3s1",0.194834712946166,5.91792388390911,3.42495922062367,0.00216188948062497,0.0091552831731775,-3.08442767442727,"106585846","adaptor related protein complex 3 sigma 1 subunit"
"ap3s1",0.194834712946166,5.91792388390911,3.42495922062367,0.00216188948062497,0.0091552831731775,-3.08442767442727,"100196459","adaptor-related protein complex 3, sigma 1 subunit"
"ap4e1",1.31225152343791,-0.558198175139704,4.00543499521188,0.000499887323208223,0.00269495568511846,-0.199229394018815,"106584743","adaptor related protein complex 4 epsilon 1 subunit"
"ap4m1",-0.336589032223063,2.64509604821737,-3.54781431573001,0.00159156227189041,0.00710780821226491,-2.1733015484635,"106603583","adaptor related protein complex 4 mu 1 subunit"
"ap5b1",-0.547824305029188,2.97092995855108,-5.21104104892568,2.259707403876e-05,0.000190623968767025,1.96354116537084,"106565638","adaptor related protein complex 5 beta 1 subunit"
"ap5m1",-0.360558621756443,3.20374559014829,-4.21573190962614,0.000291777873797027,0.00171335438457169,-0.710938995495971,"106611022","adaptor related protein complex 5 mu 1 subunit"
"apc",-0.899955203012889,4.31894429988729,-11.2396376201845,3.48489827090663e-11,1.48776900235787e-09,15.2760486613585,"106561897","APC, WNT signaling pathway regulator"
"apc2",1.44638211045109,2.04180908881924,7.84385218336988,3.73549419398874e-08,7.09205123656804e-07,8.79675866481626,"106613603","APC2, WNT signaling pathway regulator"
"api5",0.196548474011094,6.91053643413981,4.41339309499065,0.000175571387298227,0.00110888669882559,-0.758555523238834,"106561085","apoptosis inhibitor 5"
"api5",0.196548474011094,6.91053643413981,4.41339309499065,0.000175571387298227,0.00110888669882559,-0.758555523238834,"100195317","apoptosis inhibitor 5"
"aplf",-0.202097859688153,4.17330110645365,-2.76852220510911,0.0105361786609322,0.0337750609099482,-4.38794809009859,"106564842","aprataxin and PNKP like factor"
"apln",1.16292553943311,7.03742113576799,21.3628381155588,2.09364860800634e-17,4.82792312584936e-15,29.6655283208092,"106611529","apelin"
"apol3",1.38093366349766,6.5822671197421,26.5897980991034,1.18749182297653e-19,5.4369915465905e-17,35.0404815909154,"100195146","Apolipoprotein-L3"
"appl1",-0.38398893509946,4.24757126177752,-6.12228710472808,2.26338125123961e-06,2.60775858822618e-05,3.96406639048227,"106566093","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"
"aprin",0.320417797873387,2.33847577146389,2.97462722652887,0.006480806256044,0.0226785147586334,-3.37431179754715,"100195389","Androgen-induced proliferation inhibitor"
"ar6p1",0.166764732573568,4.60197928158725,2.73760182252903,0.0113209036365183,0.0357451096819204,-4.43248268605141,"100286704","ADP-ribosylation factor-like protein 6-interacting protein 1"
"arcn1",0.345444672070079,5.67368059371948,6.75154651827634,4.84258754955854e-07,6.70113998535494e-06,5.33871781080854,"106612481","archain 1"
"arf1",0.256412822759785,6.9733612173814,5.80460578408784,5.00864911971585e-06,5.16258541566275e-05,2.80455174524055,"106569343","ADP ribosylation factor 1"
"arf1l",0.179754696944145,7.35516318844078,4.57825802748715,0.000114855715672679,0.00077202590841091,-0.375254391357248,"100380274","ADP-ribosylation factor 1 like"
"arf6",0.156540972326036,5.95814440593014,3.51594030452884,0.00172358115568365,0.00758980515076833,-2.95390401812452,"106594671","ADP ribosylation factor 6"
"arfip2",0.337069482634107,2.96609741572579,3.83904920471084,0.000763604817806412,0.00384198174934546,-1.55746998353258,"106563863","ADP ribosylation factor interacting protein 2"
"arglu1",-0.21429825366115,4.72564214471556,-3.51911393539342,0.00170997158008136,0.00754173141950725,-2.66518434620353,"106581737","arginine and glutamate rich 1"
"arhb",-0.206283673364029,4.18284047695214,-3.3291739616033,0.00274009617275941,0.0111466801815369,-3.07478517198132,"100194935","low density lipoprotein receptor adapter protein 1-B"
"arhgap17",-0.22564176298674,5.12099119881022,-4.09614540408538,0.000396423765686868,0.00221998166319352,-1.36133491642241,"106589560","Rho GTPase activating protein 17"
"arhgap18",-0.241481698501337,4.04997002137386,-4.01680351227794,0.000485583469316609,0.00263086142388104,-1.37957737878077,"100195473","Rho GTPase activating protein 18"
"arhgap21",-0.677776954779823,0.873922858851081,-3.47223006699277,0.00192211793564257,0.00831146315669586,-1.81912289431132,"106590220","Rho GTPase activating protein 21"
"arhgap24",0.67186160618497,3.80733101145567,8.24038181976587,1.53160167997682e-08,3.22360827940224e-07,9.17025771754738,"106568499","Rho GTPase activating protein 24"
"arhgap29",-0.77057719495586,0.00852556549383279,-3.40773243378831,0.0022563057894814,0.00948519128427098,-1.75931921276656,"106590644","Rho GTPase activating protein 29"
"arhgap31",0.213048322362777,6.20683187356746,4.55481075721763,0.000122003302289353,0.000811950353049346,-0.322568620600223,"106563609","Rho GTPase activating protein 31"
"arhgap5",0.161105217090492,5.66400234888444,2.68378739214348,0.0128194178569198,0.0394766594147392,-4.7240104548545,"106601912","Rho GTPase activating protein 5"
"arhgef10",-0.607798210242675,5.46227400106221,-11.4491709741024,2.37258295047155e-11,1.05421435402668e-09,15.4456331386266,"106574446","Rho guanine nucleotide exchange factor 10"
"arhgef26",-0.72918503176363,0.796871953173562,-3.18543174129707,0.00389760248709167,0.014925219123903,-2.37504289156174,"106613293","Rho guanine nucleotide exchange factor 26"
"arhgef3",1.12541789247468,5.71113195616729,21.3406150824738,2.14528334924957e-17,4.87581234312895e-15,29.7744232589473,"106566089","Rho guanine nucleotide exchange factor 3"
"arhgef4",-0.562685717272816,3.30464735632933,-4.7955213817253,6.56513199953631e-05,0.000474897065765511,0.962976150279502,"106578470","Rho guanine nucleotide exchange factor 4"
"arid1a",-0.248928493631333,4.59650159772617,-3.16713301280512,0.00407515809094849,0.0155111318565355,-3.5147523359763,"106584444","AT-rich interaction domain 1A"
"arid1b",-0.287606108048817,5.04479599390876,-3.90792232777426,0.000640965696326991,0.00331685311684886,-1.7112254326467,"106607665","AT-rich interaction domain 1B"
"arl15",-0.614628571847044,3.91216479075939,-8.44747404490452,9.69470797365759e-09,2.16448914702325e-07,9.63605613382303,"106568397","ADP ribosylation factor like GTPase 15"
"arl15",-0.614628571847044,3.91216479075939,-8.44747404490452,9.69470797365759e-09,2.16448914702325e-07,9.63605613382303,"100380425","ADP-ribosylation factor-like 15"
"arl5a",0.332823855193444,1.90037494798571,2.68351776052704,0.0128273749267948,0.0394973127375539,-3.89241918237138,"100286429","ADP-ribosylation factor-like 5A"
"arl6ip4",0.377349109116496,4.45590305791292,4.79539137827184,6.56732852275969e-05,0.000474897065765511,0.645356549315792,"106580354","ADP ribosylation factor like GTPase 6 interacting protein 4"
"armc4",-1.04465456087521,-1.98689694741041,-2.75811623447428,0.0107943572889393,0.0344320802532211,-2.84289735209854,"106578548","armadillo repeat containing 4"
"armc5",-0.69865114885565,2.08370571437291,-5.63922060244328,7.60123982733056e-06,7.41854706904625e-05,3.26218906525754,"106606890","armadillo repeat containing 5"
"armc6",0.34126370288979,3.7540722788131,4.49531922974651,0.000142196125451989,0.000927386456498604,-0.0793037606978215,"106569557","armadillo repeat containing 6"
"armc8",-0.551711969888852,2.12065436709471,-4.87223437402776,5.38943271777921e-05,0.000403180105186078,1.3735449779861,"106586351","armadillo repeat containing 8"
"armt1",0.450971292193235,4.97804383991703,9.15278800905319,2.13109059668821e-09,5.68146954688388e-08,10.9921858126187,"106608009","acidic residue methyltransferase 1"
"arnt2",-0.440938411842141,2.87457781908918,-4.6405927157382,9.78243350188543e-05,0.000670966292796219,0.505823053507826,"106562648","aryl hydrocarbon receptor nuclear translocator 2"
"arpin",-0.171612936491789,4.23377592888569,-2.59685049562896,0.0156393108769306,0.0462619016127333,-4.71978561545066,"106560812","actin related protein 2/3 complex inhibitor"
"arsb",-0.175740785582623,5.49095627985064,-3.59687450780508,0.00140743293533928,0.00640686185781537,-2.70574310531708,"100380367","arylsulfatase B"
"arsk",0.223615525055413,5.7632720799239,3.28355765270433,0.00306567136729979,0.0122332562631975,-3.39805314630888,"100195321","arylsulfatase family member K"
"arv1",0.292051623265459,2.75143032058191,2.81633841900255,0.00942300486784444,0.0308233143285299,-3.83519999766832,"106607803","ARV1 homolog, fatty acid homeostasis modulator"
"as1la",-0.261297318739115,4.08570629268599,-4.46315932728048,0.000154467685767011,0.000996313419508249,-0.279933270076675,"101448004","Histone chaperone asf1-A"
"as3mt",-0.412505109731799,2.85487589430829,-4.80694756079847,6.37492676544951e-05,0.000463417380002706,0.900460024541781,"100286452","arsenic (+3 oxidation state) methyltransferase"
"asah2",0.763846524642573,3.31183722689717,8.58551488558445,7.17004441437169e-09,1.67047229453415e-07,10.0200184173149,"106589395","N-acylsphingosine amidohydrolase 2"
"asb1",-0.624446431912765,1.83318900159657,-4.67250299540968,9.01082580914102e-05,0.000623592571659108,0.785566939517436,"106581864","ankyrin repeat and SOCS box containing 1"
"ash1l",0.244762399855228,4.3127764503155,2.81174461312988,0.00952491627452571,0.0310986767926807,-4.28516827622196,"106605880","ASH1 like histone lysine methyltransferase"
"asic1",-0.17909677736488,4.51394824968089,-2.76508903636454,0.0106207066906034,0.0339810984170084,-4.38856096832869,"100194955","acid sensing ion channel subunit 1"
"asmtl",-0.242810974136896,3.04337978827621,-2.99505147338213,0.00617219346842387,0.0217965499725516,-3.60916073582567,"106586022","acetylserotonin O-methyltransferase like"
"asns",0.204121449571359,6.46441511634858,3.32281319095318,0.00278339811885995,0.011290585900593,-3.40435038545126,"100195141","asparagine synthetase"
"aspa",-0.29058763827282,2.52634680164721,-3.04258735600362,0.00550737057843609,0.0198300491581893,-3.36174228560686,"106603514","aspartoacylase"
"at233",0.217951909244953,6.35993580230711,4.05144777441542,0.000444443537198403,0.00244827554091926,-1.58953002388592,"100195568","Sodium/potassium-transporting ATPase subunit beta-233"
"atad2b",-0.445211722274111,2.6000858127675,-3.67161528062136,0.00116627987354152,0.00547002933933568,-1.84594774678025,"106608046","ATPase family, AAA domain containing 2B"
"atad3",0.336789105427708,5.52698670217931,5.23692092755378,2.1149973243954e-05,0.000180002681768048,1.52521908749223,"100380396","ATPase family AAA domain-containing protein 3"
"atf2",-1.02836270159288,1.437430793902,-7.8095157351183,4.03927278549955e-08,7.59639071744605e-07,8.64132946860775,"106586246","activating transcription factor 2"
"atf3",0.568911116950873,5.96271787037143,7.97858743298036,2.75273626871114e-08,5.39481663778674e-07,8.39007123542279,"100286734","activating transcription factor 3"
"atf3",0.568911116950873,5.96271787037143,7.97858743298036,2.75273626871114e-08,5.39481663778674e-07,8.39007123542279,"106571421","activating transcription factor 3"
"atg10",-0.547220584736352,1.77606823838676,-4.5599578596589,0.000120397133173588,0.000802952550394763,0.545537189184603,"106563071","autophagy related 10"
"atg2b",-0.605296079560692,3.38528549241433,-6.27347616050518,1.55640191312807e-06,1.88170420711981e-05,4.65333634449626,"106591759","autophagy related 2B"
"atg4a",-0.25686606547499,3.52190949352367,-3.41778381584239,0.00220074018515705,0.00929204491181904,-2.70038553704521,"100196573","ATG4 autophagy related 4 homolog A (S. cerevisiae)"
"atg4a",-0.25686606547499,3.52190949352367,-3.41778381584239,0.00220074018515705,0.00929204491181904,-2.70038553704521,"106563674","autophagy related 4A cysteine peptidase"
"atoh8",-0.721156119298025,4.53070889987251,-10.1554062568092,2.76325302317191e-10,9.17946261914268e-09,13.1340826279467,"106612007","atonal bHLH transcription factor 8"
"atox1",-0.234134872817113,5.01354746935948,-4.11798962372416,0.0003748622607949,0.00212309941610478,-1.26995448480794,"106612257","antioxidant 1 copper chaperone"
"atp13a2",-0.367680209984957,4.64721439414829,-5.93712180330539,3.59183580280698e-06,3.88474072859562e-05,3.42081911967207,"106566855","ATPase cation transporting 13A2"
"atp2a2",0.352274224948173,6.91861188340386,5.27102820905556,1.93844971896313e-05,0.000167366776500364,1.44461063503455,"106579957","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"atp2a3",0.294365848472866,7.05918533137602,4.03249419072188,0.000466504027156269,0.00254758776593273,-1.72287312817702,"106603933","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3"
"atp2b2",0.227118942846688,4.30208377605152,3.69733944299019,0.00109304016647981,0.0051771101858216,-2.21479946216237,"106583788","ATPase plasma membrane Ca2+ transporting 2"
"atxn1l",0.301505012318855,4.42827040109125,3.20796669096553,0.00368916812162244,0.0142584046119765,-3.40791030178074,"106587334","ataxin 1 like"
"b3gnt5",0.712545296344365,4.85559574358869,12.0521325313006,8.0617255637564e-12,4.11447550904995e-10,16.7358463317363,"106598820","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"b3gntl1",-0.650102150614493,1.40960606918042,-4.36173461444556,0.000200520778901201,0.00124261523088402,0.216174964403636,"106590730","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1"
